id,branche,bran_4,filter,ost,gb,bges,gk3n,bhsp,bhspno,um,umx,lp,lpx,exs,exsx,exno,umpr1,pd,pz,pdpp,pddl,umneu,umunw,mneu,mneup,pzfv,pzlv,pziv,pzua,pzgp,pzao,pzmm,rek,rekp,pn,pa,pok,fuekon,fuesp,fuespx,fueint,fueext,fueexti,fueexta,fueoef,fueoefmno,iafueno,iavfueno,iavfueewr,iavfueso,iasono,ias,iasx,iainvs,iainvsx,iafues,iafuesx,iavfues,iavfuesx,iasos,iasosx,fue_bkosts,fue_bkostsx,fues,fuesx,fueoefms,fueoefmsx,iagesno,iainvno,pdz2022,pdz2023,iae2022,iae2023,iap2022,iap2022x,iap2023,iap2023x,uk1z,uk1r,uk1s,uk1l,uk2k,uk2m,uk2e,uk2i,uk3v,uk3a,uk3l,uk3r,uk4z,uk4s,uk4w,uk4b,ghvar,ghf1,ghf2,ghf3,ghe1,ghe2,ghe3,ghp1,ghp2,ghvarp,maein1,maein2,maein3,maein4,maein5
1337983,Energy/Water,Other Industry,yes,yes,,20.30001640319824,<50 employees,x=0,yes,4.466003608703613,No truncation,.22,No truncation,0,No truncation,yes,,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,,not known yet,,unknown,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,,no,no,no,no,no
1338229,Technical services/R&D services,Knowledge-intensive Services,yes,yes,,2.829601764678955,<50 employees,75<=x<=100,no,.2540353584289551,No truncation,.080799997,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,1,4,2,1,4,2,1,3,2,1,2,4,2,2,3,1,,no,no,no,no,no,no,no,no,,no,no,yes,yes,no
1338295,Media services,Other Industry,yes,yes,,2.195311188697815,<50 employees,75<=x<=100,no,.3219789743423462,No truncation,.11,No truncation,.90909094,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,1,2,1,1,4,4,4,2,4,4,4,1,4,4,no,,,,,,,,,,no,no,yes,no,no
1338403,IT/Telecommunications,Knowledge-intensive Services,yes,yes,,28.5935041308403,<50 employees,75<=x<=100,no,2.792853891849518,No truncation,.095454544,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,ocassionally,.093023255,No truncation,yes,yes,yes,no,no,,,no,100,0,no,.18095239,No truncation,0,No truncation,,,.03809524,No truncation,.14285715,No truncation,,,.03809524,No truncation,,,nein,yes,planned,planned,unknown,unknown,,,,,1,3,2,1,1,1,1,1,3,1,1,2,2,1,2,1,no,,,,,,,,,,no,no,yes,yes,no
1338553,Furniture/Toys/Medical technology/Maintenance,Other Industry,yes,yes,,6.528074979782104,<50 employees,10<=x<15,no,.9325821399688721,No truncation,.125,No truncation,0,No truncation,yes,40<=x<50,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,1,2,2,2,2,1,3,1,1,1,2,2,1,1,1,yes,yes,no,no,yes,no,no,no,yes,20<=x<30,no,no,no,yes,no
1338625,Consulting/Advertisement,Knowledge-intensive Services,yes,yes,,8.27134895324707,<50 employees,10<=x<15,no,.6892790794372559,No truncation,.0625,No truncation,0,No truncation,yes,30<=x<40,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,not known yet,,unknown,,,,,2,4,2,2,3,1,3,3,2,2,2,3,3,2,3,2,no,,,,,,,,,,no,no,no,no,no
1338664,Banking/Insurance,Knowledge-intensive Services,no,yes,,3.324584186077118,<50 employees,20<=x<30,no,.0560429905653,No truncation,.01475,No truncation,0,No truncation,yes,80<=x<90,no,yes,no,no,,,,,yes,no,yes,no,yes,no,yes,yes,15<=x<20,no,no,no,never,,,no,no,,,no,,yes,,,,no,.033898305,No truncation,.016949153,No truncation,0,No truncation,,,.033898305,No truncation,,,0,No truncation,,,nein,no,No,No,,,,,,,2,3,4,2,3,2,1,4,3,1,1,2,4,1,2,1,no,,,,,,,,,,no,no,no,no,no
1338760,Media services,Knowledge-intensive Services,yes,yes,,7.482275813817978,<50 employees,30<=x<50,no,1.879027178287506,No truncation,.24066667,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,3,3,2,1,4,2,2,4,2,2,3,3,2,2,2,2,no,,,,,,,,,,no,no,no,no,no
1338823,Electrical equipment,Research-intensive Industry,no,yes,,113.1241884231567,50-249 employees,20<=x<30,no,15.13126087188721,No truncation,.13124999,No truncation,.17142858,No truncation,no,90<=x<=100,yes,yes,yes,no,20<=x<30,75<=x<=100,yes,0<x<5,yes,yes,yes,no,yes,no,no,no,x=0,yes,no,no,continuously,.10191083,No truncation,yes,no,,,yes,no,no,yes,,,no,.061904762,No truncation,.014285714,No truncation,.047619049,No truncation,0,No truncation,.0095238099,No truncation,.047619049,No truncation,.047619049,No truncation,.026666667,No truncation,nein,no,planned,planned,no change,no change,95.583,No truncation,110.62785,No truncation,1,3,2,4,4,2,1,3,1,2,3,4,2,4,1,3,no,,,,,,,,,,yes,no,no,yes,no
1338883,Consulting/Advertisement,Knowledge-intensive Services,yes,yes,Sector,4.871250987052917,<50 employees,30<=x<50,no,.3171725642681122,No truncation,.058600001,No truncation,0,No truncation,yes,40<=x<50,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,1,4,2,3,2,1,3,4,4,1,2,3,3,1,4,2,yes,no,yes,no,yes,no,no,no,yes,90<=x<=100,no,no,no,no,no
1338937,Firm-related services,Other Services,no,yes,,3.704590201377869,<50 employees,75<=x<=100,no,.2222754120826721,No truncation,.059999999,No truncation,0,No truncation,yes,90<=x<=100,yes,yes,,yes,50<=x<75,30<=x<50,no,x=0,yes,no,yes,yes,yes,yes,yes,no,x=0,yes,yes,no,never,,,no,no,,,yes,no,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,.019444445,No truncation,ja,yes,not known yet,,unknown,,,,,,1,2,2,2,2,2,2,2,,,,,2,1,2,2,no,,,,,,,,,,no,no,no,yes,yes
1339384,Consulting/Advertisement,Knowledge-intensive Services,no,no,,9.781775772571564,<50 employees,20<=x<30,no,1.43466044664383,No truncation,.11,No truncation,,,,90<=x<=100,yes,no,,,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,no,no,no,no,no
1339888,Plastics,Other Industry,no,no,,144.3683409690857,50-249 employees,10<=x<15,no,21.48738098144531,No truncation,.088888891,No truncation,.18287501,No truncation,no,90<=x<=100,no,yes,no,no,,,,,yes,no,no,yes,yes,yes,no,no,x=0,no,yes,no,continuously,.037209302,No truncation,yes,no,,,no,,no,yes,,,yes,.0062500001,No truncation,.001875,No truncation,.0062500001,No truncation,0,No truncation,0,No truncation,.0037499999,No truncation,.0062500001,No truncation,,,nein,no,No,No,,,,,,,2,3,3,3,1,2,2,3,4,2,2,3,4,1,2,2,no,,,,,,,,,,no,no,yes,yes,no
1339984,15,Other Services,yes,no,,2.401225328445435,<50 employees,50<=x<75,no,3.001531660556793,No truncation,1.25,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,1,2,1,3,1,2,3,1,1,2,4,1,3,1,no,,,,,,,,,,no,no,no,no,no
1340023,Food/Tobacco,Other Industry,no,no,,25.45194530487061,<50 employees,x=0,yes,1.735359907150269,No truncation,.059999999,No truncation,0,No truncation,yes,80<=x<90,no,yes,no,no,,,,,yes,,yes,yes,,yes,yes,yes,5<=x<10,no,no,no,ocassionally,.13636364,No truncation,yes,yes,yes,no,no,,no,yes,,,no,.02,No truncation,.013333334,No truncation,.0066666668,No truncation,0,No truncation,.013333334,No truncation,.0066666668,No truncation,.0066666668,No truncation,,,nein,no,planned,No,no change,,95.583,No truncation,,,1,3,4,2,3,1,2,2,1,2,2,3,3,2,2,2,no,,,,,,,,,,no,no,no,no,yes
1340089,Food/Tobacco,Other Industry,no,no,Company,142.1247944235802,50-249 employees,5<=x<10,no,318.2064835392765,truncation,2.02125,truncation,.0049027619,No truncation,no,90<=x<=100,no,yes,no,no,,,,,,no,no,,,yes,no,no,x=0,yes,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,1,2,2,2,4,2,2,2,1,2,1,2,1,1,1,1,yes,yes,yes,yes,no,no,yes,no,yes,40<=x<50,no,no,no,no,no
1340284,14,Other Services,yes,no,Sector,17.549156665802,<50 employees,15<=x<20,no,4.637991404533387,No truncation,.185,No truncation,.0067567569,No truncation,no,60<=x<70,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,1,4,2,3,4,3,1,2,1,2,3,4,4,3,2,1,no,,,,,,,,,,no,no,no,no,no
1340398,Media services,Knowledge-intensive Services,no,no,Sector,307.6208680868149,>=250 employees,,,29.95959758758545,No truncation,.093333334,No truncation,,,,,no,yes,no,no,,,,,yes,yes,yes,no,yes,yes,no,no,x=0,yes,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,3,2,3,3,2,3,2,3,1,2,3,yes,yes,no,yes,yes,no,yes,no,yes,,yes,no,no,yes,yes
1340413,Consulting/Advertisement,Knowledge-intensive Services,no,no,,56.59719944000244,50-249 employees,20<=x<30,no,3.448656019210816,No truncation,.055393938,No truncation,0,No truncation,yes,40<=x<50,no,yes,no,no,,,,,yes,no,yes,yes,no,yes,no,yes,5<=x<10,no,no,no,never,,,no,no,,,no,,yes,yes,,,no,.010940919,No truncation,.010940919,No truncation,0,No truncation,0,No truncation,.010940919,No truncation,,,0,No truncation,,,nein,no,planned,not known yet,no change,no change,120.03088,No truncation,120.03088,No truncation,2,4,1,2,3,3,1,2,3,1,1,2,3,1,2,1,yes,no,yes,no,yes,no,no,yes,no,10<=x<20,no,no,yes,yes,no
1340425,Banking/Insurance,Knowledge-intensive Services,no,no,Sector,196.5911165907528,>=250 employees,,,189.7827868759632,No truncation,.92514437,No truncation,,,,80<=x<90,no,yes,no,no,,,,,,,yes,,,yes,,,,yes,no,no,continuously,,,yes,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,planned,planned,,,,,,,1,4,2,2,1,2,2,3,2,2,1,2,3,1,2,2,no,,,,,,,,,,no,yes,no,no,no
1340431,14,Other Services,no,no,Sector,80.70915985107422,50-249 employees,10<=x<15,no,14.6859628944397,No truncation,.17308536,No truncation,.53399563,No truncation,no,40<=x<50,yes,yes,yes,no,10<=x<15,75<=x<=100,yes,5<=x<10,no,no,no,no,no,yes,no,no,x=0,yes,no,no,ocassionally,.064102568,No truncation,yes,no,,,no,,no,yes,,,yes,.088001125,No truncation,0,No truncation,.088001125,No truncation,0,No truncation,0,No truncation,.038287606,No truncation,.088001125,No truncation,,,nein,yes,planned,,unknown,,,,,,1,4,3,2,4,3,1,2,2,1,3,4,3,1,4,2,no,,,,,,,,,,no,no,no,yes,no
1340461,Energy/Water,Other Industry,yes,no,,5.85290139913559,<50 employees,x=0,yes,.6689030170440674,No truncation,.1,No truncation,0,No truncation,yes,,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,no,,,,,,,,,,no,no,yes,yes,no
1340506,Machinery,Research-intensive Industry,no,no,,7.577570915222168,<50 employees,10<=x<15,no,1.136635637283325,No truncation,.13500001,No truncation,.1037037,No truncation,no,80<=x<90,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,yes,no,ocassionally,.11111111,No truncation,yes,yes,yes,no,no,,no,no,100,0,yes,.018518519,No truncation,.00074074074,No truncation,.011111111,No truncation,.0074074073,No truncation,0,No truncation,.0037037036,No truncation,.018518519,No truncation,,,nein,no,planned,not known yet,unknown,unknown,,,,,2,4,1,3,1,4,2,3,4,1,2,3,4,1,3,2,no,,,,,,,,,,no,no,no,no,no
1340590,Consulting/Advertisement,Knowledge-intensive Services,no,no,,3.504048824310303,<50 employees,,,.7008097648620606,No truncation,.14,No truncation,,,,,yes,yes,yes,yes,,,no,x=0,no,no,yes,no,no,no,no,no,x=0,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,no,no,no,no,no
1340725,Firm-related services,Other Services,yes,no,Sector,12.2601705789566,<50 employees,x=0,yes,1.419598698616028,No truncation,.07333333,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,not known yet,,unknown,unknown,,,,,4,3,1,2,1,4,2,3,4,1,3,2,3,1,4,2,no,,,,,,,,,,no,no,yes,no,no
1340761,Firm-related services,Other Services,yes,no,,112.9247074127197,50-249 employees,0<x<5,no,5.116056049346924,No truncation,.04478626,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,3,2,2,1,3,4,4,3,1,2,3,1,4,2,no,,,,,,,,,,no,no,no,no,yes
1340803,Metals,Other Industry,no,no,,126.3935737609863,50-249 employees,5<=x<10,no,18.77585697174072,No truncation,.14642857,No truncation,.012195121,No truncation,no,80<=x<90,yes,yes,,yes,10<=x<15,75<=x<=100,no,x=0,yes,no,yes,yes,yes,yes,no,yes,0<x<5,no,no,no,ocassionally,,,yes,no,,,yes,no,no,yes,,,no,.0095121954,No truncation,.0058536585,No truncation,.0036585366,No truncation,0,No truncation,.0058536585,No truncation,.00073170732,No truncation,.0036585366,No truncation,.0024390244,No truncation,nein,no,,planned,,no change,,,,,1,4,3,2,4,3,1,2,3,1,2,4,3,2,4,1,yes,no,yes,no,yes,yes,no,no,yes,30<=x<40,yes,,,yes,yes
1340914,Retail/Automobile,Research-intensive Industry,no,no,Sector,128.8720774650574,50-249 employees,5<=x<10,no,20.50711207151413,No truncation,.1558125,No truncation,.84904397,No truncation,no,60<=x<70,no,yes,no,no,,,,,yes,no,yes,no,no,no,no,yes,x=0,yes,no,no,ocassionally,.021276595,No truncation,yes,no,,,no,,no,yes,,,yes,.0050140391,No truncation,.0016713465,No truncation,.0050140391,No truncation,0,No truncation,0,No truncation,.003342693,No truncation,.0050140391,No truncation,,,nein,no,planned,planned,no change,no change,95.583,No truncation,95.583,No truncation,1,2,3,4,3,2,1,4,2,3,1,4,4,3,2,1,yes,no,yes,no,no,no,yes,yes,no,0<x<10,no,no,no,yes,no
1340950,Chemical,Research-intensive Industry,yes,no,Sector,171.2309209585947,50-249 employees,,,57.13801574707031,No truncation,.28235295,No truncation,,,,,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,ocassionally,.0069518713,No truncation,yes,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,,yes,no,no,yes,no
1341001,Electrical equipment,Research-intensive Industry,no,no,Sector,39.43642258644104,<50 employees,0<x<5,no,2.563367468118667,No truncation,.064999998,No truncation,.07692308,No truncation,no,,no,yes,no,no,x=0,75<=x<=100,no,x=0,no,no,no,no,yes,no,no,yes,15<=x<20,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,1,,,1,,,1,,,1,,,,no,,,,,,,,,,no,no,yes,yes,no
1341127,Electrical equipment,Research-intensive Industry,no,no,,31.65066528320313,<50 employees,10<=x<15,no,3.388599351882935,No truncation,.10076471,No truncation,.74956214,No truncation,no,60<=x<70,yes,yes,yes,yes,20<=x<30,75<=x<=100,no,x=0,no,no,no,no,no,yes,yes,no,x=0,yes,no,no,continuously,.0625,No truncation,yes,no,,,no,,no,yes,,,no,.059836544,No truncation,.0058377115,No truncation,.046701692,No truncation,0,No truncation,.013134851,No truncation,.032691184,No truncation,.046701692,No truncation,,,nein,no,planned,not known yet,no change,unknown,52.650146,No truncation,,,1,2,2,2,4,1,2,3,2,1,1,2,2,2,1,1,no,,,,,,,,,,no,no,yes,yes,yes
1341229,Media services,Other Industry,yes,no,,18.60581111907959,<50 employees,10<=x<15,no,1.932141923904419,No truncation,.079411767,No truncation,.014814815,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,3,2,3,1,2,4,3,1,2,4,4,1,3,2,no,,,,,,,,,,yes,no,yes,no,yes
1341346,Electrical equipment,Research-intensive Industry,no,no,,114.4054698944092,50-249 employees,20<=x<30,no,16.13410472869873,No truncation,.1375,No truncation,.18181819,No truncation,no,40<=x<50,yes,yes,yes,yes,75<=x<=100,20<=x<30,yes,5<=x<10,no,no,yes,yes,no,no,no,yes,5<=x<10,yes,no,no,continuously,.03846154,No truncation,yes,no,,,no,,no,yes,,,no,.036363635,No truncation,.0027272727,No truncation,.027272727,No truncation,0,No truncation,.0090909088,No truncation,.025454545,No truncation,.027272727,No truncation,,,nein,no,planned,planned,no change,no change,71.135124,No truncation,71.135124,No truncation,1,4,3,2,1,3,2,4,3,2,1,4,3,2,4,1,yes,no,yes,no,yes,yes,no,yes,no,0<x<10,no,no,no,no,no
1341352,Consulting/Advertisement,Knowledge-intensive Services,no,no,,16.45500791072845,<50 employees,20<=x<30,no,1.627217448949814,No truncation,.089000002,No truncation,0,No truncation,yes,50<=x<60,yes,yes,,yes,10<=x<15,75<=x<=100,no,x=0,yes,no,yes,yes,yes,yes,no,no,x=0,no,no,yes,never,,,no,no,,,no,,yes,yes,,,no,.028089888,No truncation,.0056179776,No truncation,0,No truncation,0,No truncation,.028089888,No truncation,,,0,No truncation,,,nein,no,No,No,,,,,,,1,3,2,3,3,2,2,2,4,1,1,2,4,1,3,2,yes,yes,yes,no,no,no,yes,no,yes,90<=x<=100,no,no,no,yes,no
1341418,Metals,Other Industry,no,no,,5.802099704742432,<50 employees,50<=x<75,no,1.508545923233032,No truncation,.21666667,No truncation,.23076923,No truncation,no,80<=x<90,no,yes,no,no,,,,,no,no,no,yes,no,yes,no,yes,10<=x<15,yes,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,planned,no change,increase,,,,,1,3,2,1,1,1,2,2,2,1,2,3,1,2,2,2,no,,,,,,,,,,no,no,yes,yes,yes
1341442,15,Other Services,yes,no,Company,87.90043294429779,50-249 employees,5<=x<10,no,17.58008658885956,No truncation,.18571429,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,no,no,no,,yes,yes,,,yes,,,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,0,No truncation,,,,yes,No,No,,,,,,,2,3,2,2,3,3,1,3,3,1,3,1,3,2,3,2,no,,,,,,,,,,no,no,no,no,no
1341451,15,Other Services,yes,no,,11.51873373985291,<50 employees,30<=x<50,no,2.047774887084961,No truncation,.16,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,2,2,1,4,4,2,2,2,1,1,4,2,2,1,yes,yes,no,yes,no,yes,no,yes,yes,20<=x<30,yes,no,no,no,no
1341490,Energy/Water,Other Industry,no,no,,2.120259052491775,<50 employees,50<=x<75,no,1.336405754089355,No truncation,.53333336,No truncation,0,No truncation,yes,80<=x<90,yes,no,yes,no,x=0,75<=x<=100,no,x=0,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,3,2,3,4,1,2,3,2,1,4,4,1,2,3,yes,yes,yes,no,yes,no,no,no,yes,x=0,no,no,yes,no,no
1341739,Consulting/Advertisement,Knowledge-intensive Services,yes,no,,7.966961979866028,<50 employees,50<=x<75,no,.6083861875534058,No truncation,.059999999,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,no,no,no,no,no
1341778,IT/Telecommunications,Knowledge-intensive Services,no,no,Sector,25.25894999504089,<50 employees,75<=x<=100,no,1.994127631187439,No truncation,.075000003,No truncation,.06666667,No truncation,no,50<=x<60,yes,yes,yes,yes,50<=x<75,50<=x<75,yes,5<=x<10,yes,no,yes,yes,yes,no,no,no,x=0,yes,no,no,continuously,.2631579,No truncation,yes,no,,,no,,no,yes,,,yes,.1,No truncation,0,No truncation,.1,No truncation,0,No truncation,0,No truncation,.1,No truncation,.1,No truncation,,,nein,yes,planned,planned,no change,no change,95.583,No truncation,95.583,No truncation,1,3,4,2,4,2,3,1,2,3,1,4,3,4,2,1,yes,yes,yes,yes,yes,no,no,no,yes,90<=x<=100,no,no,no,no,yes
1341826,15,Other Services,yes,no,,22.77584338188171,<50 employees,0<x<5,no,1.344859323501587,No truncation,.051666666,No truncation,.0016129032,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,2,4,3,1,3,4,2,3,3,1,2,3,3,1,3,3,yes,yes,no,no,no,yes,no,no,yes,70<=x<80,no,no,no,no,no
1341919,Media services,Other Industry,no,no,Sector,2.733440071178421,<50 employees,30<=x<50,no,.861447811126709,No truncation,.26666668,No truncation,0,No truncation,yes,80<=x<90,no,yes,no,no,x=0,75<=x<=100,no,x=0,no,no,no,no,no,no,yes,no,x=0,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,1,3,2,4,1,4,2,3,4,3,1,2,4,1,3,2,no,,,,,,,,,,no,no,no,no,no
1341928,Firm-related services,Other Services,yes,no,,5.083906710147858,<50 employees,,,.3389271140098571,No truncation,.059999999,No truncation,.0083333338,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,ocassionally,.22222222,No truncation,yes,no,,,yes,no,no,yes,,,yes,.091666669,No truncation,0,No truncation,.091666669,No truncation,0,No truncation,0,No truncation,.091666669,No truncation,.091666669,No truncation,.1,No truncation,nein,yes,No,,,,,,,,1,4,2,3,1,2,3,4,4,3,1,2,1,2,4,3,no,,,,,,,,,,no,no,no,no,no
1342006,IT/Telecommunications,Knowledge-intensive Services,yes,no,,17.44273453950882,<50 employees,50<=x<75,no,3.488546907901764,No truncation,.1923077,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,1,4,3,2,4,3,1,2,2,1,3,4,4,1,3,2,yes,yes,yes,no,yes,no,yes,no,yes,10<=x<20,no,no,no,yes,no
1342234,Consulting/Advertisement,Knowledge-intensive Services,yes,no,,5.280931055545807,<50 employees,30<=x<50,no,.6964961292147637,No truncation,.1187,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,4,3,1,2,3,4,1,2,4,2,3,1,2,1,4,3,no,,,,,,,,,,no,no,no,no,no
1342261,Furniture/Toys/Medical technology/Maintenance,Other Industry,no,no,,17.02051281929016,<50 employees,x=0,yes,1.276538461446762,No truncation,.059999999,No truncation,0,No truncation,yes,50<=x<60,yes,yes,yes,yes,50<=x<75,30<=x<50,no,x=0,no,no,no,yes,no,yes,yes,yes,10<=x<15,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,2,2,2,2,2,2,4,2,2,2,2,1,1,2,1,yes,yes,yes,yes,no,no,yes,no,yes,80<=x<90,no,no,no,no,no
1342324,15,Other Services,yes,no,,1.064617872238159,<50 employees,75<=x<=100,no,.053230893611908,No truncation,.050000001,No truncation,0,No truncation,yes,,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,3,2,1,1,1,1,1,2,1,1,1,3,1,1,1,no,,,,,,,,,,no,no,no,no,no
