id,branche,bran_4,filter,ost,gb,bges,gk3n,bhsp,bhspno,um,umx,lp,lpx,exs,exsx,exno,umpr1,pd,pz,pdpp,pddl,umneu,umunw,mneu,mneup,pzfv,pzlv,pziv,pzua,pzgp,pzao,pzmm,rek,rekp,pn,pa,pok,fuekon,fuesp,fuespx,fueint,fueext,fueexti,fueexta,fueoef,fueoefmno,iafueno,iavfueno,iavfueewr,iavfueso,iasono,ias,iasx,iainvs,iainvsx,iafues,iafuesx,iavfues,iavfuesx,iasos,iasosx,fue_bkosts,fue_bkostsx,fues,fuesx,fueoefms,fueoefmsx,iagesno,iainvno,pdz2022,pdz2023,iae2022,iae2023,iap2022,iap2022x,iap2023,iap2023x,uk1z,uk1r,uk1s,uk1l,uk2k,uk2m,uk2e,uk2i,uk3v,uk3a,uk3l,uk3r,uk4z,uk4s,uk4w,uk4b,ghvar,ghf1,ghf2,ghf3,ghe1,ghe2,ghe3,ghp1,ghp2,ghvarp,maein1,maein2,maein3,maein4,maein5
300127,Electrical equipment,Research-intensive Industry,no,yes,,31.41932398080826,<50 employees,10<=x<15,no,2.792828798294067,No truncation,.088888891,No truncation,.1,No truncation,no,90<=x<=100,yes,yes,yes,no,20<=x<30,75<=x<=100,no,x=0,yes,no,yes,no,yes,yes,yes,yes,,yes,yes,yes,continuously,.13333334,No truncation,yes,yes,yes,no,yes,no,no,yes,,,no,.125,No truncation,,,.1,No truncation,0,No truncation,.025,No truncation,.075000003,No truncation,.1,No truncation,.037500001,No truncation,nein,,planned,planned,increase,increase,,,,,1,2,3,4,2,4,3,1,2,3,1,4,3,2,4,1,yes,no,yes,no,yes,no,no,no,yes,10<=x<20,no,no,no,yes,yes
300139,Metals,Other Industry,no,yes,Sector,20.35999155044556,<50 employees,15<=x<20,no,13.93052053451538,No truncation,.68421054,No truncation,.65384614,No truncation,no,90<=x<=100,yes,yes,yes,yes,20<=x<30,75<=x<=100,no,x=0,yes,yes,no,no,yes,yes,yes,no,x=0,yes,no,no,continuously,.2631579,No truncation,yes,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,planned,planned,no change,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,,,,,,
300304,Plastics,Other Industry,no,yes,Sector,97.93278670310974,50-249 employees,10<=x<15,no,15.06971274614334,No truncation,.14773937,No truncation,.52205223,No truncation,no,70<=x<80,yes,yes,yes,no,30<=x<50,50<=x<75,no,x=0,yes,yes,yes,yes,yes,no,no,no,x=0,yes,no,no,continuously,.16620499,No truncation,yes,yes,,,no,,no,no,,,yes,.11521152,No truncation,.036003601,No truncation,.11161116,No truncation,.0036003601,No truncation,0,No truncation,.072007202,No truncation,.11521152,No truncation,,,nein,no,planned,planned,no change,no change,95.583,No truncation,95.583,No truncation,2,3,3,3,2,3,3,4,3,2,3,3,2,2,2,2,yes,yes,no,no,no,no,yes,yes,no,0<x<10,yes,,no,yes,yes
300895,Electrical equipment,Research-intensive Industry,no,yes,,68.94964563846588,50-249 employees,10<=x<15,no,7.540770155668258,No truncation,.10621154,No truncation,.19047619,No truncation,no,80<=x<90,no,yes,no,no,,,,,yes,no,no,no,no,no,no,yes,0<x<5,no,no,no,never,,,no,no,,,no,,yes,yes,,,no,.0041644033,No truncation,0,No truncation,0,No truncation,0,No truncation,.0041644033,No truncation,,,0,No truncation,,,nein,yes,No,No,,,,,,,1,3,1,2,3,3,1,2,3,2,2,2,3,1,1,2,yes,yes,yes,yes,yes,no,yes,no,yes,90<=x<=100,no,no,yes,no,yes
301078,Machinery,Research-intensive Industry,yes,no,Sector,494.2970842123032,>=250 employees,20<=x<30,no,129.3404242289066,No truncation,.24531128,No truncation,.94685626,No truncation,no,10<=x<20,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,continuously,.013071896,No truncation,yes,yes,,,no,,no,no,100,0,no,.011160291,No truncation,.000019982615,No truncation,.0087623764,No truncation,.0023779313,No truncation,.000019982615,No truncation,.0031872271,No truncation,.011140308,No truncation,,,nein,no,not known yet,not known yet,unknown,unknown,,,,,2,2,3,2,2,2,2,2,2,2,1,2,2,1,1,1,yes,yes,yes,yes,yes,no,no,no,yes,90<=x<=100,yes,yes,yes,yes,yes
301084,Mining,Other Industry,yes,no,Sector,337.2310820817947,>=250 employees,30<=x<50,no,153.4131387410164,No truncation,.42858246,No truncation,.019738674,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,yes,no,yes,90<=x<=100,yes,,,yes,
301252,Textiles,Other Industry,no,no,Sector,106.1722022294998,50-249 employees,20<=x<30,no,19.06766080856323,No truncation,.16923077,No truncation,.5,No truncation,no,90<=x<=100,yes,yes,yes,yes,10<=x<15,75<=x<=100,no,x=0,no,no,yes,no,yes,yes,yes,no,x=0,yes,yes,no,continuously,.03265306,No truncation,yes,yes,yes,no,no,,no,no,90,10,no,.013636364,No truncation,.0022727272,No truncation,.0090909088,No truncation,.0022727272,No truncation,.0022727272,No truncation,.0045454544,No truncation,.011363637,No truncation,,,nein,no,planned,planned,no change,no change,95.583,No truncation,95.583,No truncation,1,4,3,2,2,3,1,4,3,1,2,4,4,3,2,1,yes,yes,no,no,yes,no,yes,yes,yes,10<=x<20,yes,no,yes,yes,yes
301396,Mining,Other Industry,no,no,Sector,80.89775085449219,50-249 employees,10<=x<15,no,57.72863500976563,No truncation,.6487273,No truncation,0,No truncation,yes,90<=x<=100,yes,yes,,,0<x<5,75<=x<=100,no,x=0,yes,no,yes,yes,yes,yes,yes,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,,,,,,,,,3,4,2,1,3,4,1,2,3,1,4,2,4,2,1,3,yes,no,yes,yes,yes,no,yes,yes,no,90<=x<=100,yes,no,no,no,no
301420,Plastics,Other Industry,no,no,Sector,383.0914902213262,>=250 employees,20<=x<30,no,88.64608947551251,No truncation,.22280087,No truncation,.34290582,No truncation,no,10<=x<20,yes,yes,yes,no,30<=x<50,50<=x<75,yes,5<=x<10,yes,yes,yes,yes,yes,yes,no,yes,0<x<5,yes,yes,yes,continuously,.022480099,No truncation,yes,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,planned,planned,increase,increase,,,,,1,2,3,2,3,2,1,3,2,2,1,3,3,2,2,1,no,,,,,,,,,,yes,yes,no,no,no
301828,Metals,Other Industry,no,no,Sector,790.3793090581894,>=250 employees,10<=x<15,no,670.1833772659302,No truncation,.83636361,No truncation,,,,80<=x<90,no,yes,no,no,,,,,no,yes,yes,no,no,no,no,no,x=0,yes,yes,yes,ocassionally,.0092165899,No truncation,yes,yes,no,yes,yes,no,no,no,100,0,yes,.00081521738,No truncation,.00010869565,No truncation,.00065217394,No truncation,.00016304349,No truncation,0,No truncation,.00054347824,No truncation,.00081521738,No truncation,.00010869565,No truncation,nein,no,planned,planned,no change,increase,,,,,3,3,3,1,2,3,1,3,3,2,1,2,2,2,2,2,yes,yes,no,no,no,no,yes,yes,no,0<x<10,yes,no,no,yes,no
302014,Food/Tobacco,Other Industry,no,no,Sector,198.2401013374329,>=250 employees,50<=x<75,no,74.0096378326416,No truncation,.34999999,No truncation,,,,,yes,yes,yes,no,30<=x<50,50<=x<75,no,x=0,yes,yes,yes,yes,yes,yes,yes,no,x=0,yes,yes,yes,continuously,.034666665,No truncation,yes,no,,,no,,,yes,,,yes,,,,,,,0,No truncation,0,No truncation,,,0,No truncation,,,,,not known yet,not known yet,unknown,unknown,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,no,no,no,yes,80<=x<90,yes,no,no,yes,yes
302137,Electrical equipment,Research-intensive Industry,no,no,,164.0720697641373,50-249 employees,30<=x<50,no,27.61157511162758,No truncation,.15032585,No truncation,.35178265,No truncation,no,80<=x<90,no,no,no,no,,,,,no,no,no,no,no,no,no,,,yes,yes,yes,continuously,.08176101,No truncation,yes,no,,,yes,no,no,yes,,,yes,.0130802,No truncation,0,No truncation,.0130802,No truncation,0,No truncation,0,No truncation,.0093430001,No truncation,.0130802,No truncation,.0067269602,No truncation,nein,yes,planned,planned,no change,no change,67.64257,No truncation,95.583,No truncation,2,2,3,1,2,3,2,3,1,2,1,2,2,1,1,1,yes,yes,yes,no,no,yes,no,no,yes,80<=x<90,no,no,no,yes,yes
302401,Machinery,Research-intensive Industry,no,no,,94.84838515520096,50-249 employees,20<=x<30,no,9.973154717803,No truncation,.095870592,No truncation,.059516504,No truncation,no,80<=x<90,no,yes,no,no,,,,,no,no,yes,yes,no,no,no,no,x=0,yes,no,no,continuously,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,,,,,,
302536,Food/Tobacco,Other Industry,no,no,Sector,923.9405096173286,>=250 employees,,,282.4377469601631,No truncation,.2942622,No truncation,.27749592,No truncation,no,40<=x<50,yes,yes,yes,,5<=x<10,75<=x<=100,no,x=0,,,,yes,yes,yes,,,,no,no,no,continuously,,,yes,yes,,,no,,no,no,,,no,.015239098,No truncation,.0002135462,No truncation,.013788457,No truncation,.0012370952,No truncation,.0002135462,No truncation,,,.015025552,No truncation,,,nein,no,not known yet,not known yet,no change,unknown,,,,,2,4,3,1,3,4,1,2,2,1,3,4,3,2,1,4,yes,yes,yes,yes,yes,yes,yes,yes,no,,yes,yes,,yes,
302740,Food/Tobacco,Other Industry,no,no,,251.2219505617049,50-249 employees,0<x<5,no,13.10723185539246,No truncation,.050000001,No truncation,.050000001,No truncation,no,10<=x<20,no,no,no,no,,,,,no,no,no,no,no,no,no,,,yes,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,1,3,2,4,1,3,2,4,3,2,1,4,1,2,3,4,no,,,,,,,,,,no,no,no,yes,no
302932,Retail/Automobile,Research-intensive Industry,no,no,Sector,541.3509939908981,>=250 employees,30<=x<50,no,20.63382319593429,No truncation,.037837502,No truncation,.022024006,No truncation,no,50<=x<60,no,yes,no,no,,,,,yes,no,no,no,no,no,no,no,x=0,yes,no,no,ocassionally,.0020986358,No truncation,yes,yes,yes,no,no,,no,no,100,0,yes,.049003415,No truncation,0,No truncation,.0014315604,No truncation,.047571853,No truncation,0,No truncation,.00055060018,No truncation,.049003415,No truncation,,,nein,yes,not known yet,not known yet,unknown,unknown,,,,,3,1,2,4,3,4,1,2,2,1,3,4,4,1,2,3,yes,yes,no,no,yes,no,no,yes,yes,0<x<10,yes,no,no,yes,no
302950,Machinery,Research-intensive Industry,no,no,Sector,317.8289325237274,50-249 employees,15<=x<20,no,115.1877399470806,No truncation,.35253635,No truncation,.29873127,No truncation,no,90<=x<=100,no,yes,no,no,,,,,yes,no,yes,yes,yes,yes,no,yes,5<=x<10,yes,no,no,continuously,.023364486,No truncation,yes,yes,,,no,,no,no,100,0,yes,.019340364,No truncation,0,No truncation,.018695686,No truncation,.00064467883,No truncation,0,No truncation,.012893576,No truncation,.019340364,No truncation,,,nein,yes,planned,planned,increase,no change,160.77733,No truncation,160.77733,No truncation,4,2,1,3,1,4,2,3,1,4,2,3,4,3,2,1,yes,yes,yes,yes,no,yes,no,yes,yes,10<=x<20,yes,no,no,yes,no
302986,Machinery,Research-intensive Industry,yes,no,,138.7548905611038,50-249 employees,20<=x<30,no,19.88501121282578,No truncation,.13853334,No truncation,.79884505,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,2,2,3,2,2,2,2,2,2,2,4,3,2,2,2,no,,,,,,,,,,yes,no,no,yes,yes
303094,Electrical equipment,Research-intensive Industry,no,yes,Sector,331.3105916082859,>=250 employees,15<=x<20,no,49.60155560070276,No truncation,.14414719,No truncation,.28903183,No truncation,no,70<=x<80,no,yes,no,no,,,,,yes,no,no,no,yes,yes,yes,yes,0<x<5,yes,no,no,continuously,.0094562648,No truncation,yes,yes,,,yes,no,no,no,100,0,no,.0061794026,No truncation,.0013579949,No truncation,.0047687725,No truncation,.000052635456,No truncation,.0013579949,No truncation,.0042950534,No truncation,.0048214081,No truncation,.00085269439,No truncation,nein,no,planned,planned,no change,no change,38.274181,No truncation,45.271191,No truncation,2,4,1,3,4,3,1,2,2,1,3,4,4,1,3,2,yes,yes,no,no,yes,yes,no,no,yes,90<=x<=100,yes,no,no,yes,no
303148,Wood/Paper,Other Industry,no,yes,Sector,137.4405272006989,50-249 employees,20<=x<30,no,31.13079610466957,No truncation,.22650376,No truncation,0,No truncation,yes,50<=x<60,yes,yes,yes,no,20<=x<30,50<=x<75,no,x=0,yes,no,yes,no,no,no,no,yes,10<=x<15,no,no,no,continuously,.015037594,No truncation,yes,no,,,no,,no,yes,,,no,.0033195021,No truncation,0,No truncation,.00099585066,No truncation,0,No truncation,.0016597511,No truncation,.0006639004,No truncation,.00099585066,No truncation,,,nein,yes,planned,not known yet,unknown,unknown,,,,,2,2,3,3,3,4,2,3,2,2,1,3,3,2,3,2,yes,no,yes,no,no,no,yes,no,yes,x=0,yes,no,no,no,no
303484,Technical services/R&D services,Knowledge-intensive Services,no,yes,,61.91269040107727,<50 employees,50<=x<75,no,2.898889748334885,No truncation,.04051923,No truncation,.0018984338,No truncation,no,20<=x<30,yes,no,yes,no,75<=x<=100,10<=x<15,yes,20<=x<30,no,no,no,no,no,no,no,,,yes,no,yes,continuously,.73333335,No truncation,yes,yes,yes,no,yes,no,no,no,100,0,no,.92909801,truncation,.28239202,No truncation,.84615386,truncation,.20408164,No truncation,.28239202,No truncation,.66371679,truncation,.84615386,truncation,1.3929758,No truncation,nein,no,planned,planned,no change,no change,94.10778,No truncation,94.10778,No truncation,2,2,2,2,1,4,1,2,2,2,2,2,2,2,2,2,no,,,,,,,,,,yes,no,no,no,yes
303661,Machinery,Research-intensive Industry,no,yes,Sector,503.8531962633133,>=250 employees,30<=x<50,no,67.95711126422883,No truncation,.12854692,No truncation,.75221074,No truncation,no,20<=x<30,no,yes,no,no,,,,,no,no,no,no,no,yes,yes,no,x=0,no,no,no,continuously,.07032349,No truncation,yes,no,,,no,,no,yes,,,yes,.095937267,No truncation,.00041711854,No truncation,.083423711,No truncation,0,No truncation,0,No truncation,.012513557,No truncation,.083423711,No truncation,,,nein,no,not known yet,not known yet,unknown,unknown,,,,,3,4,1,2,2,1,3,4,4,1,2,3,2,1,4,3,yes,yes,yes,no,yes,no,no,yes,yes,10<=x<20,yes,yes,no,yes,yes
303775,Metals,Other Industry,no,yes,,137.0021772384644,50-249 employees,15<=x<20,no,31.7595956325531,No truncation,.22173913,No truncation,.29411766,No truncation,no,40<=x<50,no,yes,no,no,,,,,no,no,yes,no,no,no,no,no,x=0,yes,no,no,ocassionally,.022727273,No truncation,yes,yes,yes,no,no,,,yes,,,yes,,,0,No truncation,,,0,No truncation,0,No truncation,,,0,No truncation,,,,yes,planned,planned,increase,increase,,,,,,,,,,,,,,,,,,,,,yes,no,no,no,no,yes,no,no,yes,80<=x<90,yes,,,,
304093,Metals,Other Industry,no,yes,,114.9095320701599,50-249 employees,5<=x<10,no,21.12567551136017,No truncation,.17703703,No truncation,.011464436,No truncation,no,90<=x<=100,no,yes,no,no,,,,,no,no,no,no,no,yes,no,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,no,.0012552302,No truncation,.0012552302,No truncation,0,No truncation,0,No truncation,.0012552302,No truncation,,,0,No truncation,,,nein,no,No,,,,,,,,3,3,2,2,2,3,3,4,2,2,2,2,2,2,2,2,yes,yes,no,no,yes,no,no,no,yes,80<=x<90,yes,no,no,no,yes
304150,Media services,Other Industry,no,yes,,15.24543571472168,<50 employees,10<=x<15,no,.8680369960069657,No truncation,.050611112,No truncation,.031284302,No truncation,no,60<=x<70,yes,no,yes,yes,,,no,x=0,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,1,2,2,1,3,2,3,3,3,1,3,3,3,3,4,2,no,,,,,,,,,,no,no,no,no,no
304681,Plastics,Other Industry,no,yes,Sector,44.84896266460419,<50 employees,10<=x<15,no,5.355407279491424,No truncation,.1138125,No truncation,.14991763,No truncation,no,50<=x<60,yes,yes,no,yes,0<x<5,75<=x<=100,yes,0<x<5,yes,no,no,no,no,yes,no,yes,0<x<5,yes,no,yes,continuously,.065573767,No truncation,yes,yes,yes,no,yes,no,no,no,100,0,no,.069467328,No truncation,.0076880837,No truncation,.060406372,No truncation,.0049423394,No truncation,.0041186162,No truncation,.055464029,No truncation,.065348707,No truncation,.014827018,No truncation,nein,no,planned,planned,no change,no change,83.987167,No truncation,87.852448,No truncation,1,3,3,2,3,3,1,2,1,2,2,3,2,3,1,3,yes,yes,no,no,yes,no,no,no,yes,20<=x<30,yes,no,no,yes,no
304684,Furniture/Toys/Medical technology/Maintenance,Other Industry,no,yes,,11.56469249725342,<50 employees,10<=x<15,no,1.741931807398796,No truncation,.13388889,No truncation,.54771787,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,yes,no,no,ocassionally,.0625,No truncation,yes,no,,,yes,no,no,yes,,,no,.045643155,No truncation,.0037344398,No truncation,.041493777,No truncation,0,No truncation,.0041493778,No truncation,.033195022,No truncation,.041493777,No truncation,.03360996,No truncation,nein,no,planned,planned,no change,no change,99.139053,No truncation,99.139053,No truncation,1,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2,no,,,,,,,,,,no,no,no,yes,yes
305128,Food/Tobacco,Other Industry,no,yes,Sector,205.3160724043846,50-249 employees,5<=x<10,no,27.76104640960693,No truncation,.12631579,No truncation,,,,,no,yes,no,no,,,,,yes,no,yes,no,yes,no,yes,no,x=0,yes,yes,yes,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,not known yet,not known yet,unknown,unknown,,,,,2,4,2,2,3,2,1,3,2,2,1,1,3,1,1,1,no,,,,,,,,,,no,no,no,yes,no
305170,Chemical,Research-intensive Industry,no,yes,Sector,38.77801892161369,50-249 employees,10<=x<15,no,11.91589455604553,No truncation,.29743591,No truncation,.38284484,No truncation,no,50<=x<60,yes,yes,yes,,0<x<5,75<=x<=100,no,x=0,yes,no,no,no,yes,no,yes,yes,10<=x<15,yes,yes,yes,continuously,.079470202,No truncation,yes,no,,,no,,no,yes,,,yes,.019396551,No truncation,0,No truncation,.019396551,No truncation,0,No truncation,0,No truncation,.017241379,No truncation,.019396551,No truncation,,,nein,yes,planned,planned,no change,no change,95.583,No truncation,95.583,No truncation,3,4,2,2,2,3,3,4,2,2,2,3,2,2,1,2,yes,yes,yes,no,yes,no,yes,yes,yes,20<=x<30,yes,no,no,yes,yes
305440,Electrical equipment,Research-intensive Industry,no,yes,Sector,135.456049144268,50-249 employees,10<=x<15,no,48.70329856872559,No truncation,.34782609,No truncation,.80874997,No truncation,no,10<=x<20,no,yes,no,no,,,,,yes,no,yes,no,no,no,no,no,x=0,no,no,yes,continuously,.10786517,No truncation,yes,yes,,,no,,no,no,100,0,yes,.025,No truncation,0,No truncation,.015,No truncation,.0099999998,No truncation,0,No truncation,.0125,No truncation,.025,No truncation,,,nein,yes,planned,planned,no change,no change,115.1413,No truncation,124.92045,No truncation,3,4,2,2,2,3,2,4,2,2,1,1,1,2,1,2,yes,yes,yes,yes,yes,yes,yes,yes,yes,10<=x<20,yes,no,no,no,no
305452,Metals,Other Industry,yes,yes,,138.6131172180176,50-249 employees,20<=x<30,no,32.44807062149048,No truncation,.22230215,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,continuously,.015151516,No truncation,yes,no,,,yes,no,no,yes,,,yes,.009708738,No truncation,0,No truncation,.009708738,No truncation,0,No truncation,0,No truncation,.0012944983,No truncation,.009708738,No truncation,.001618123,No truncation,nein,yes,planned,not known yet,no change,unknown,95.583,No truncation,,,2,2,3,2,2,2,3,2,2,1,1,2,3,1,2,1,yes,no,yes,no,no,no,yes,no,yes,90<=x<=100,no,yes,yes,yes,yes
305515,Machinery,Research-intensive Industry,no,yes,Sector,57.48828363418579,50-249 employees,10<=x<15,no,6.051398277282715,No truncation,.1,No truncation,.1,No truncation,no,80<=x<90,no,yes,no,no,,,,,no,no,yes,yes,yes,no,no,no,x=0,no,no,no,never,,,no,no,,,no,,,,,,no,.026666667,No truncation,.0099999998,No truncation,,,,,.026666667,No truncation,,,,,,,nein,no,planned,planned,no change,no change,22.239374,No truncation,22.239374,No truncation,1,2,4,3,1,3,2,4,3,1,2,4,4,3,2,1,yes,yes,yes,no,no,no,yes,no,yes,90<=x<=100,yes,no,no,no,no
305524,Glass/Ceramics,Other Industry,yes,yes,Sector,35.43653678894043,<50 employees,10<=x<15,no,3.154994888305664,No truncation,.067317076,No truncation,.37028986,No truncation,no,90<=x<=100,no,no,no,no,x=0,75<=x<=100,no,x=0,,no,no,no,no,no,no,,,no,no,yes,continuously,.25806451,No truncation,yes,yes,yes,no,yes,no,no,yes,,,yes,.026086956,No truncation,0,No truncation,.026086956,No truncation,0,No truncation,0,No truncation,.011231884,No truncation,.026086956,No truncation,.01231884,No truncation,nein,yes,No,not known yet,decrease,,,,,,1,3,4,2,2,2,1,2,2,2,1,3,3,2,2,1,yes,yes,no,no,yes,no,no,no,yes,90<=x<=100,no,no,yes,no,no
305608,Textiles,Other Industry,no,yes,Sector,603.5212043523788,>=250 employees,10<=x<15,no,59.01232378530502,No truncation,.095993355,No truncation,.00093445007,No truncation,no,30<=x<40,yes,yes,yes,no,20<=x<30,50<=x<75,no,x=0,yes,no,yes,no,no,yes,no,yes,0<x<5,yes,no,no,continuously,.016920473,No truncation,yes,yes,yes,no,no,,no,no,100,0,yes,.01147297,No truncation,0,No truncation,.0077870837,No truncation,.0036858863,No truncation,0,No truncation,.0077870837,No truncation,.01147297,No truncation,,,nein,yes,planned,not known yet,no change,increase,-39.52562,No truncation,-35.100662,No truncation,2,4,3,1,3,4,1,2,3,1,2,4,2,3,1,4,yes,no,yes,no,yes,yes,no,no,yes,0<x<10,no,yes,no,yes,no
305764,Retail/Automobile,Research-intensive Industry,yes,yes,Sector,4.499640762805939,<50 employees,50<=x<75,no,.9599233627319337,No truncation,.2,No truncation,,,,60<=x<70,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,planned,no change,increase,,,,,1,2,3,4,3,4,1,2,1,2,3,4,4,3,2,1,no,,,,,,,,,,no,no,no,yes,no
305836,Machinery,Research-intensive Industry,no,yes,Sector,83.57875644844626,50-249 employees,5<=x<10,no,11.28353834152222,No truncation,.13186814,No truncation,,,,90<=x<=100,yes,no,yes,no,20<=x<30,75<=x<=100,yes,10<=x<15,no,no,no,no,no,no,no,,,yes,yes,yes,continuously,.056252025,No truncation,yes,yes,yes,no,no,,no,no,100,0,no,.027416667,No truncation,,,.023333333,No truncation,.00075000001,No truncation,.0033333334,No truncation,.023333333,No truncation,.024083333,No truncation,,,nein,,planned,planned,no change,unknown,,,,,3,2,2,3,2,4,4,3,4,2,3,3,3,2,3,3,no,,,,,,,,,,yes,no,no,no,no
305929,Electrical equipment,Research-intensive Industry,no,yes,,193.4477291107178,50-249 employees,15<=x<20,no,25.85624876022339,No truncation,.13108975,No truncation,.088019557,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,yes,no,no,continuously,.039215688,No truncation,yes,no,,,no,,no,yes,,,no,.02787286,No truncation,.00097799511,No truncation,.026894866,No truncation,0,No truncation,.00097799511,No truncation,.019706601,No truncation,.026894866,No truncation,,,nein,no,planned,planned,no change,no change,88.720436,No truncation,88.720436,No truncation,2,4,4,2,1,3,1,2,3,2,1,3,3,1,2,1,,no,no,no,no,no,no,no,no,,yes,no,yes,yes,no
305953,Mining,Other Industry,no,yes,Sector,210.7277984619141,50-249 employees,10<=x<15,no,53.77949023246765,No truncation,.25128207,No truncation,0,No truncation,yes,90<=x<=100,no,yes,no,no,,,,,no,no,yes,yes,no,no,no,no,x=0,no,no,no,ocassionally,.010416667,No truncation,yes,no,,,no,,,yes,,,yes,,,0,No truncation,,,0,No truncation,0,No truncation,,,0,No truncation,,,,yes,No,not known yet,,unknown,,,,,1,4,2,3,1,2,3,4,3,1,2,4,3,1,4,2,no,,,,,,,,,,yes,no,no,yes,no
306133,Electrical equipment,Research-intensive Industry,yes,yes,Sector,69.35327785869595,50-249 employees,10<=x<15,no,10.87280392456055,No truncation,.14893548,No truncation,.0099631799,No truncation,no,40<=x<50,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,ocassionally,.033955857,No truncation,yes,yes,yes,no,no,,no,yes,,,yes,.023066927,No truncation,0,No truncation,.023066927,No truncation,0,No truncation,0,No truncation,.022200564,No truncation,.023066927,No truncation,,,nein,yes,not known yet,not known yet,unknown,unknown,,,,,1,4,1,4,3,2,2,3,4,2,2,2,4,2,3,2,yes,yes,no,no,no,no,yes,no,yes,10<=x<20,no,no,no,no,no
306202,Glass/Ceramics,Other Industry,no,yes,Sector,206.789568066597,>=250 employees,30<=x<50,no,43.71725767850876,No truncation,.20999999,No truncation,.55555558,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,yes,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,not known yet,,,,,,,3,2,2,2,2,4,1,2,3,1,2,2,2,2,2,2,yes,yes,no,no,no,yes,no,no,yes,10<=x<20,yes,no,no,yes,no
306805,Metals,Other Industry,yes,yes,,58.58461564779282,50-249 employees,10<=x<15,no,4.841703772544861,No truncation,.080645159,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,3,4,2,1,1,3,2,4,2,1,3,4,3,1,4,2,no,,,,,,,,,,yes,no,no,yes,no
307279,Metals,Other Industry,no,yes,Sector,299.5683842897415,>=250 employees,20<=x<30,no,72.20083847951889,No truncation,.23886429,No truncation,.33547142,No truncation,no,50<=x<60,yes,no,,,5<=x<10,75<=x<=100,no,x=0,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,not known yet,not known yet,unknown,unknown,,,,,,,,1,,,1,,,,,1,,1,,,yes,no,yes,no,no,yes,no,no,yes,,yes,no,no,no,no
